A17;INTITULÉS 17;A38;INTITULÉS 38;A88;INTITULÉS 88;A129;INTITULÉS 129;NAF 732;INTITULÉS 732
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4612A;Centrales d'achat de carburant
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4612B;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4613Z;Intermédiaires du commerce en bois et matériaux de construction
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4614Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4615Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4616Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4617A;Centrales d'achat alimentaires
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4617B;Autres intermédiaires du commerce en denrées, boissons et tabac
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4618Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4619A;Centrales d'achat non alimentaires
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4619B;Autres intermédiaires du commerce en produits divers
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4621Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4622Z;Commerce de gros (commerce interentreprises) de fleurs et plantes
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4623Z;Commerce de gros (commerce interentreprises) d'animaux vivants
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4624Z;Commerce de gros (commerce interentreprises) de cuirs et peaux
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4631Z;Commerce de gros (commerce interentreprises) de fruits et légumes
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4632A;Commerce de gros (commerce interentreprises) de viandes de boucherie
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4632B;Commerce de gros (commerce interentreprises) de produits à base de viande
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4632C;Commerce de gros (commerce interentreprises) de volailles et gibier
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4633Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4634Z;Commerce de gros (commerce interentreprises) de boissons
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4635Z;Commerce de gros (commerce interentreprises) de produits à base de tabac
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4636Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4637Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4638A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4638B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4639A;Commerce de gros (commerce interentreprises) de produits surgelés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4639B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4641Z;Commerce de gros (commerce interentreprises) de textiles
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4642Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4643Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4644Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4645Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4646Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4647Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4648Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4649Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4651Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4652Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4661Z;Commerce de gros (commerce interentreprises) de matériel agricole
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4662Z;Commerce de gros (commerce interentreprises) de machines-outils
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4663Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4664Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4665Z;Commerce de gros (commerce interentreprises) de mobilier de bureau
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4666Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4669A;Commerce de gros (commerce interentreprises) de matériel électrique
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4669C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4673A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4673B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4674A;Commerce de gros (commerce interentreprises) de quincaillerie
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4674B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4676Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;46;Commerce de gros, à l'exception des automobiles et des motocycles;G46Z;Commerce de gros, à l’exception des automobiles et des motocycles;4690Z;Commerce de gros (commerce interentreprises) non spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4711A;Commerce de détail de produits surgelés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4711B;Commerce d'alimentation générale
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4711C;Supérettes
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4711D;Supermarchés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4711E;Magasins multi-commerces
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4711F;Hypermarchés
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4719A;Grands magasins
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4719B;Autres commerces de détail en magasin non spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4721Z;Commerce de détail de fruits et légumes en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4722Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4723Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4724Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4725Z;Commerce de détail de boissons en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4726Z;Commerce de détail de produits à base de tabac en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4729Z;Autres commerces de détail alimentaires en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4730Z;Commerce de détail de carburants en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4741Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4742Z;Commerce de détail de matériels de télécommunication en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4743Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4751Z;Commerce de détail de textiles en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4752A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4752B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2 et plus)
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4753Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4754Z;Commerce de détail d'appareils électroménagers en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4759A;Commerce de détail de meubles
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4759B;Commerce de détail d'autres équipements du foyer
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4761Z;Commerce de détail de livres en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4762Z;Commerce de détail de journaux et papeterie en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4763Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4764Z;Commerce de détail d'articles de sport en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4765Z;Commerce de détail de jeux et jouets en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4771Z;Commerce de détail d'habillement en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4772A;Commerce de détail de la chaussure
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4772B;Commerce de détail de maroquinerie et d'articles de voyage
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4773Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4774Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4775Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4776Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4777Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4778A;Commerces de détail d'optique
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4778B;Commerces de détail de charbons et combustibles
GZ;Commerce- réparation d'automobiles et de motocycles;GZ;Commerce- réparation d'automobiles et de motocycles;47;Commerce de détail, à l'exception des automobiles et des motocycles;G47Z;Commerce de détail, à l’exception des automobiles et des motocycles;4778C;Autres commerces de détail spécialisés divers
